"Nome","População","Bandeira","Coat of Arms","Endereço"
"Janiópolis-PR","6 536","","","Rua Rui Barbosa, 286 – Janiópolis – PR – CEP: 87380-000"
"Jangada-MT","8 451","","","Paço Munic Júlio Domingos de Campos, s/n – Jangada – MT – CEP: 78490-000"
"Janduís-RN","5 228","","","Rua Santa Teresinha, 21 – Centro – Janduís – RN – CEP: 59690-000"
"Jandira-SP","124 937","","","Rua Manoel Alves Garcia, 100 – Jandira – SP – CEP: 06618-010"
"Jandaíra-RN","6 907","","","Avenida Aristófanes Fernandes  – Jandaíra – RN – CEP: 59594-000"
"Jandaíra-BA","9 285","","","Praça Horácio de Farias, 300 – Jandaíra – BA – CEP: 48310-000"
"Jandaia-GO","6 001","","","Avenida JK de Oliveira, 742 – Jandaia – GO – CEP: 75950-000"
"Jandaia do Sul-PR","21 122","","","Praça do Café, 22 – Jandaia do Sul – PR – CEP: 86900-000"
"Janaúba-MG","72 374","","","Praça Doutor Rockert, 92 – Janaúba – MG – CEP: 39440-000"
"Jampruca-MG","5 068","","","Praça Jorge Agostinho, 56 – Jampruca – MG – CEP: 39837-000"
"Jambeiro-SP","6 828","","","Rua Coronel João Franco de Carmago, 80 – Jambeiro – SP – CEP: 12270-000"
"Jales-SP","49 201","","","Rua Cinco, 2266 – Jales – SP – CEP: 15700-000"
"Jaicós-PI","18 501","","","Praça Ângelo Borges Leal, s/n – Jaicós – PI – CEP: 64575-000"
"Jaíba-MG","38 413","","","Avenida João Teixeira Filho, 335 – Jaíba – MG – CEP: 39508-000"
"Jaguaruna-SC","19 254","","","Rua Duque de Caxias, 290 – Jaguaruna – SC – CEP: 88715-000"
"Jaguaruana-CE","30181","","","Praça Francisco Adolfo da Rocha -404 – Jaguaruana – CE – CEP: 62823-000"
"Jaguariúna-SP","59 347","","","Rua Alfredo Bueno, 1235 – Jaguariúna – SP – CEP: 13820-000"
"Jaguaripe-BA","18 788","","","Praça da Bandeira, s/n – Jaguaripe – BA – CEP: 44480-000"
"Jaguaribe-CE","34 409","","","Praça Sen Fernandes Távora, s/n – Jaguaribe – CE – CEP: 63475-000"
"Jaguaribara-CE","10 399","","","Avenida Bezerra de Menezes, 350 – Jaguaribara – CE – CEP: 63490-000"
"Jaguariaíva-PR","35 141","","","Praça Dr Getúlio Vargas, 60 – Jaguariaíva – PR – CEP: 84200-000"
"Jaguari-RS","10 684","","","Praça Gilson Carlos Reginatto, s/n – Jaguari – RS – CEP: 97760-000"
"Jaguaretama-CE","17 867","","","Rua Tristão Gonçalves, 185 – Jaguaretama – CE – CEP: 63480-000"
"Jaguaré-ES","28 644","","","Avenida 9 de Agosto, 2326 – Jaguaré – ES – CEP: 29950-000"
"Jaguarari-BA","32 703","","","Praça Alfredo Viana, 2 – Jaguarari – BA – CEP: 48960-000"
"Jaguarão-RS","26 327","","","Avenida 27 de Janeiro, 422 – Jaguarão – RS – CEP: 96300-000"
"Jaguaraçu-MG","3 124","","","Rua do Rosário, 114 – Jaguaraçu – MG – CEP: 35188-000"
"Jaguaquara-BA","45 964","","","Praça J J Seabra, 172, 1º Andar – Jaguaquara – BA – CEP: 45345-000"
"Jaguapitã-PR","13 742","","","Avenida Minas Gerais, 220 – Jaguapitã – PR – CEP: 86610-000"
"Jacutinga-RS","3 532","","","Rua Antônio Felini, s/n – Jacutinga – RS – CEP: 99730-000"
"Jacutinga-MG","26 538","","","Praça dos Andradas, s/n – Jacutinga – MG – CEP: 37590-000"
"Jacupiranga-SP","16 116","","","Avenida Hilda Mohring de Macedo, 777 – Jacupiranga – SP – CEP: 11940-000"
"Jacundá-PA","58 457","","","Rua Pinto Silva, 186 – Jacundá – PA – CEP: 68590-000"
"Jacuizinho-RS","2 718","","","Rua Eloi Tatim da Silva, s/n – Jacuizinho – RS – CEP: 99457-000"
"Jacuípe-AL","6 997","","","Rua Prefeito Mário Acioli Wanderlei, s/n – Jacuípe – AL – CEP: 57960-000"
"Jacuí-MG","7 809","","","Praça Pres Vargas, 72 – Jacuí – MG – CEP: 37965-000"
"Jacobina-BA","82 590","","","Rua Senador Pedro Lago, 40 – Jacobina – BA – CEP: 44700-000"
"Jacobina do Piauí-PI","5 719","","","Rua 29 de Abril, 64 – Jacobina do Piauí – PI – CEP: 64755-000"
"Jacinto-MG","11 042","","","Rua Doutor Érico Lemos Leite, 455 – Jacinto – MG – CEP: 39930-000"
"Jacinto Machado-SC","10 608","","","Rua Pool Jorge Zacca, 75 – Jacinto Machado – SC – CEP: 88950-000"
"Jaciara-MT","28 569","","","Avenida Antônio Ferreira Sobrinho, 1075 – Jaciara – MT – CEP: 78820-000"
"Jaci-SP","7 613","","","Praça Dom Lafayte Libanio, 700 – Jaci – SP – CEP: 15155-000"
"Jacarezinho-PR","40 375","","","Rua Coronel Batista, 335 – Jacarezinho – PR – CEP: 86400-000"
"Jacareí-SP","240 275","","","Praça dos Três Poderes, 73 – Jacareí – SP – CEP: 12327-903"
"Jacareacanga-PA","41 487","","","Avenida Brigadeiro Haroldo Veloso, 34 – Jacareacanga – PA – CEP: 68195-000"
"Jacaré dos Homens-AL","5 469","","","Praça José Teófilo da Silva, 44 – Jacaré dos Homens – AL – CEP: 57430-000"
"Jacaraú-PB","14 467","","","Rua Augusto Luna, 45 – Jacaraú – PB – CEP: 58278-000"
"Jacaraci-BA","14 855","","","Rua Anísio Teixeira, 2 – Jacaraci – BA – CEP: 46310-000"
"Jaçanã-RN","7 925","","","Rua Francisco de Paula, 225 – Jaçanã – RN – CEP: 59225-000"
"Jaboticatubas-MG","20 683","","","Praça N Sª da Conceição, 38 – Jaboticatubas – MG – CEP: 35830-000"
"Jaboticabal-SP","71 821","","","Esplanada do Lago Carlos Rodrigues Serra, 160 – Jaboticabal – SP – CEP: 14870-900"
"Jaboticaba-RS","3 738","","","Rua Brochado da Rocha, 111 – Jaboticaba – RS – CEP: 98350-000"
"Jaboti-PR","4 895","","","Praça Minas Gerais, 175 – Jaboti – PR – CEP: 84930-000"
"Jaborandi-SP","6 917","","","Rua Antônio Bruno, 466 – Jaborandi – SP – CEP: 14775-000"
"Jaborandi-BA","9 272","","","Avenida Francisco Moreira Alves, 45 – Jaborandi – BA – CEP: 47655-000"
"Jaborá-SC","3 955","","","Rua Ângelo Poyer, 320 – Jaborá – SC – CEP: 89677-000"
"Jaboatão dos Guararapes-PE","643 759","","","Avenida General Barreto de Menezes, 1648 – Jaboatão dos Guararapes – PE – CEP: 54321-970



    Enviar pelo WhatsAppcompartilhe no
            WhatsApp

"
"Ivoti-RS","25 068","","","Avenida Presidente Lucena, 3527 – Ivoti – RS – CEP: 93900-000"
"Ivorá-RS","1 854","","","Avenida Garibaldi, 1098 – Ivorá – RS – CEP: 98160-000"
"Ivolândia-GO","2 663","","","Avenida Jamel Cecílio, 192 – Ivolândia – GO – CEP: 76130-000"
"Ivinhema-MS","23 021","","","Praça dos Poderes, 720 – Ivinhema – MS – CEP: 79740-000"
"Ivatuba-PR","3 008","","","Rua Marechal Floriano, 797 – Ivatuba – PR – CEP: 87130-000"
"Ivaté-PR","8 240","","","Avenida Rio de Janeiro, 2758 – Ivaté – PR – CEP: 87525-000"
"Ivaiporã-PR","32 720","","","Praça dos Três Poderes, 500 – Ivaiporã – PR – CEP: 86870-000"
"Ivaí-PR","12 815","","","Rua Rui Barbosa, 632 – Ivaí – PR – CEP: 84460-000"
"Iúna-ES","29 417","","","Avenida Desembargador Epaminondas Amaral, 58 – Iúna – ES – CEP: 29390-000"
"Iuiú-BA","11 118","","","Praça Abílio Pereira, 232 – Iuiú – BA – CEP: 46438-000"
"Ituverava-SP","37 571","","","Rua João José de Paula, 776 – Ituverava – SP – CEP: 14500-000"
"Itutinga-MG","3 809","","","Rua Gabriel Leite, 45 – Itutinga – MG – CEP: 36390-000"
"Iturama-MG","40 101","","","Avenida Alexandrita, 1314 – Iturama – MG – CEP: 38280-000"
"Ituporanga-SC","26 525","","","Rua Vereador Joaquim Boeing, 40 – Ituporanga – SC – CEP: 88400-000"
"Itupiranga-PA","51 835","","","Avenida 14 de Julho, 12 – Itupiranga – PA – CEP: 68580-000"
"Itupeva-SP","70 616","","","Rua Eduardo Aníbal Lourençon, 15 – Itupeva – SP – CEP: 13295-000"
"Itumirim-MG","6 139","","","Praça dos Três Poderes, 160 – Itumirim – MG – CEP: 37210-000"
"Itumbiara-GO","113 838","","","Rua Paranaíba, 117 – Itumbiara – GO – CEP: 75503-901"
"Ituiutaba-MG","102 217","","","Praça Cônego Ângelo, s/n – Ituiutaba – MG – CEP: 38300-000"
"Itueta-MG","6 039","","","Praça Antônio Barbosa de Castro, 35 – Itueta – MG – CEP: 35220-000"
"Ituberá-BA","28 740","","","Rua Lourivaldo Leite Cairo, s/n – Ituberá – BA – CEP: 45435-000"
"Ituaçu-BA","17 914","","","Praça Gilberto Gil, s/n – Ituaçu – BA – CEP: 46640-970"
"Itu-SP","173 939","","","Avenida Tiradentes, 2001 – Itu – SP – CEP: 13309-640"
"Itororó-BA","16 617","","","Rua Duque de Caxias, 165 – Itororó – BA – CEP: 45710-000"
"Itobi-SP","7 546","","","Rua Sete de Setembro, 932 – Itobi – SP – CEP: 13715-000"
"Itiúba-BA","33 872","","","Avenida Getúlio Vargas, 255 – Itiúba – BA – CEP: 48850-000"
"Itiruçu-BA","12 693","","","Rua Juscelino Kubischeck, 78 – Itiruçu – BA – CEP: 45350-000"
"Itirapuã-SP","8 226","","","Rua Dozito Malvar Ribas, 5000 – Itirapuã – SP – CEP: 14420-000"
"Itirapina-SP","16 938","","","Avenida Hum, 106 – Itirapina – SP – CEP: 13530-000"
"Itiquira-MT","12 236","","","Praça Frei Liberato, 311 – Itiquira – MT – CEP: 78790-000"
"Itinga-MG","15 022","","","Avenida Professora Maria Antônia Gonçalves Reis, 34 – Itinga – MG – CEP: 39610-000"
"Itinga do Maranhão-MA","25 589","","","Rua Senador José Sarney, 41 – Itinga do Maranhão – MA – CEP: 65939-000"
"Itaverava-MG","5 642","","","Praça José da Costa Carvalho, 109 – Itaverava – MG – CEP: 36440-000"
"Itaúna-MG","97 669","","","Praça Dr Augusto Gonçalves, 538 – Itaúna – MG – CEP: 35680-054"
"Itaúna do Sul-PR","3 585","","","Avenida Brasil, 883 – Itaúna do Sul – PR – CEP: 87980-000"
"Itaueira-PI","10 677","","","Avenida Getúlio Vargas, 303 – Itaueira – PI – CEP: 64820-000"
"Itauçu-GO","8 988","","","Praça Ilete Bueno, 285 – Itauçu – GO – CEP: 75450-000"
"Itaubal-AP","4 836","","","Avenida Laurita de Almeida Barbosa, 1134 – Itaubal – AP – CEP: 68964-000"
"Itaúba-MT","5 020","","","Avenida Tancredo Neves, 799 – Itaúba – MT – CEP: 78510-000"
"Itaú-RN","5 897","","","Rua Cleófas Nunes, 74 – Itaú – RN – CEP: 59855-000"
"Itaú de Minas-MG","16 108","","","Praça Monsenhor Ernesto Cavichioli, 340 – Itaú de Minas – MG – CEP: 37975-000"
"Itatuba-PB","10 264","","","Rua José Silvério, 75 – Itatuba – PB – CEP: 58378-000"
"Itatira-CE","18 894","","","Rua Pe José Laurindo, 1249 – Itatira – CE – CEP: 62720-000"
"Itatinga-SP","24 752","","","Rua Nove de Julho, 304 – Itatinga – SP – CEP: 18690-000"
"Itatim-BA","14 539","","","Rua da Linha, s/n – Itatim – BA – CEP: 46875-000"
"Itatiba-SP","121590","","","Praça XV de Novembro, 1 – Itatiba – SP – CEP: 13250-000"
"Itatiba do Sul-RS","3 143","","","Avenida Antonilo Angelo Pozzo, 845 – Itatiba do Sul – RS – CEP: 99760-000"
"Itatiaiuçu-MG","12 966","","","Praça Antônio Quirino da Silva, 404 – Itatiaiuçu – MG – CEP: 35685-000"
"Itatiaia-RJ","29 996","","","Praça Mariana Rocha Leão, 20 – Itatiaia – RJ – CEP: 27580-000"
"Itati-RS","2 377","","","Rua Nestor Backer, s/n – Itati – RS – CEP: 95538-000"
"Itarumã-GO","7337","","","Praça Sebastião Assis Freitas, 18 – Itarumã – GO – CEP: 75810-000"
"Itariri-SP","16 602","","","Rua Nossa Sra do Monte Serrat, 133 – Itariri – SP – CEP: 11760-000"
"Itarema-CE","41 445","","","Praça N Sª de Fátima, 48 – Itarema – CE – CEP: 62590-000"
"Itararé-SP","44 438","","","Rua XV de Novembro, 83 – Itararé – SP – CEP: 18460-000"
"Itarantim-BA","17 052","","","Praça João Alves Feitosa, 275 – Itarantim – BA – CEP: 45780-000"
"Itarana-ES","10 597","","","Rua Elias Estevão Colnago, 65 – Itarana – ES – CEP: 29620-000"
"Itaquitinga-PE","16 696","","","Avenida Antônio Carlos de Almeida, 214 – Itaquitinga – PE – CEP: 55950-000"
"Itaquiraí-MS","18 832","","","Rua Campo Grande, 1585 – Itaquiraí – MS – CEP: 79965-000"
"Itaqui-RS","37 363","","","Rua Bento Gonçalves, 335 – Itaqui – RS – CEP: 97650-000"
"Itaquara-BA","8 153","","","Praça Jardim dos Três Poderes, s/n – Itaquara – BA – CEP: 45340-000"
"Itaquaquecetuba-SP","369 275","","","Avenida Vereador João Fernades da Silva, 283 – Itaquaquecetuba – SP – CEP: 08576-000"
"Itapuranga-GO","26 639","","","Rua 48, 900 – Itapuranga – GO – CEP: 76680-000"
"Itapura-SP","4 674","","","Rua Getúlio Vargas, 1087 – Itapura – SP – CEP: 15390-000"
"Itapuí-SP","13 659","","","Praça da Matriz, 73 – Itapuí – SP – CEP: 17230-000"
"Itapuca-RS","2 037","","","Rua Arvorezinha, 995 – Itapuca – RS – CEP: 95997-000"
"Itapuã do Oeste-RO","10 458","","","Rua Airton Senna, 1425 – Centro – CEP 76.861-000"
"Itapororoca-PB","18 664","","","Rua Frei Damião de Bonzzano, 07 – Itapororoca – PB – CEP: 58275-000"
"Itaporanga-SP","14 085","","","Rua Bom Jesus, 738 – Itaporanga – SP – CEP: 18480-000"
"Itaporanga-PB","23 940","","","Praça João Pessoa, 32 – Centro – Itaporanga – PB – CEP: 58780-000"
"Itaporanga d'Ajuda-SE","34 411","","","Praça Getúlio Vargas, 22 – Itaporanga d’Ajuda – SE – CEP: 49120-000"
"Itaporã-MS","21 158","","","Avenida São José, 8 – Itaporã – MS – CEP: 79890-000"
"Itaporã do Tocantins-TO","2 439","","","Rua Domingos Batista de Oliveira, 12 13 – Itaporã do Tocantins – TO – CEP: 77740-000"
"Itápolis-SP","43 536","","","Avenida Florêncio Terra, 399 – Itápolis – SP – CEP: 14900-000"
"Itapoá-SC","30750","","","Rua 1590, 430 – Itapoá – SC – CEP: 89249-000"
"Itapiúna-CE","18 626","","","Avenida São Cristóvão, 215 – Itapiúna – CE – CEP: 62740-000"
"Itapitanga-BA","10 279","","","Praça Dois Poderes, 02 – Itapitanga – BA – CEP: 45645-000"
"Itapissuma-PE","25 798","","","Rua Manoel Lourenco, 16 – Itapissuma – PE – CEP: 53700-000"
"Itapiratins-TO","3 534","","","Rua Pedro Soares Leite, 50 – Itapiratins – TO – CEP: 77718-000"
"Itapirapuã-GO","8 002","","","Praça Marechal Rondon, 47 – Itapirapuã – GO – CEP: 76290-000"
"Itapirapuã Paulista-SP","3 884","","","Rua Uriel de Oliveira César, 47 – Itapirapuã Paulista – SP – CEP: 18385-000"
"Itapiranga-SC","16 638","","","Praça das Bandeiras, 200 – Itapiranga – SC – CEP: 89896-000"
"Itapiranga-AM","9 230","","","Avenida Getúlio Vargas, 159 – Itapiranga – AM – CEP: 69120-000"
"Itapira-SP","72022","","","Rua João de Moraes, 490 – Itapira – SP – CEP: 13970-903"
"Itapipoca-CE","131 687","","","Avenida Bom Sr Tabosa, 3027 – Itapipoca – CE – CEP: 62500-000"
"Itapicuru-BA","31 679","","","Praça da Bandeira, 58 – Itapicuru – BA – CEP: 48475-000"
"Itapevi-SP","232 513","","","Rua Joaquim Nunes, 65 – Itapevi – SP – CEP: 06653-090"
"Itapeva-SP","89 728","","","Praça Duque de Caxias, 22 – Itapeva – SP – CEP: 18400-490"
"Itapeva-MG","8 673","","","Rua Ulisses Escobar, 30 – Itapeva – MG – CEP: 37655-000"
"Itapetininga-SP","157 790","","","Praça dos Três Poderes, 1000 – Itapetininga – SP – CEP: 18213-545"
"Itapetinga-BA","65 897","","","Praça Dairy Walley, 338 – Itapetinga – BA – CEP: 45700-000"
"Itapetim-PE","13 638","","","Rua Maj Cláudio Leite, s/n – Itapetim – PE – CEP: 56720-000"
"Itaperuna-RJ","101 041","","","Praça Getúlio Vargas, 94 – Itaperuna – RJ – CEP: 28300-000"
"Itaperuçu-PR","31 217","","","Avenida Crispim Forquim de Siqueira, 1800 – Itaperuçu – PR – CEP: 83560-000"
"Itapemirim-ES","39 832","","","Praça Domingos José Martins, s/n – Itapemirim – ES – CEP: 29330-000"
"Itapema-SC","75 940","","","Avenida Nereu Ramos, 134 – Itapema – SC – CEP: 88220-000"
"Itapejara d'Oeste-PR","11 964","","","Avenida Manoel Ribas, 620 – Itapejara d’Oeste – PR – CEP: 85580-000"
"Itapecuru-Mirim-MA","68 203","","","Praça Gomes de Sousa, s/n – Itapecuru Mirim – MA – CEP: 65485-000"
"Itapecerica-MG","21 046","","","Rua Vigário Antunes, 155 – Itapecerica – MG – CEP: 35550-000"
"Itapecerica da Serra-SP","158 522","","","Avenida Dr Eduardo Roberto Daher 1135 – Itapecerica da Serra – SP – CEP: 06850-050"
"Itapebi-BA","9 174","","","Avenida Othon Cachoeira Costa, 204 – Itapebi – BA – CEP: 45855-000"
"Itapé-BA","10 341","","","Praça Helena Iglesias da Fonseca, 1 – Itapé – BA – CEP: 45750-000"
"Itaparica-BA","22 440","","","Rua Antônio Calmon, 313 – Itaparica – BA – CEP: 44460-000"
"Itapajé-CE","51 538","","","Dom Aureliano Matos, 1788 - Itapajé, CE, 62600-000"
"Itapagipe-MG","15 243","","","Rua 08, 1000 – Itapagipe – MG – CEP: 38240-000"
"Itapaci-GO","21 691","","","Avenida Floresta, 198 – Itapaci – GO – CEP: 76360-000"
"Itaocara-RJ","22 919","","","Praça Toledo Pizza, s/n – Itaocara – RJ – CEP: 28570-000"
"Itaoca-SP","3 228","","","Rua Prof Elias Lages de Magalhães, 20 – Itaóca – SP – CEP: 18360-000"
"Itaobim-MG","19 151","","","Rua Belo Horizonte, 360 – Itaobim – MG – CEP: 39625-000"
"Itanhomi-MG","12 228","","","Avenida Jk, 91 – Itanhomi – MG – CEP: 35120-000"
"Itanhém-BA","17 813","","","Praça Castro Alves, 01 – Itanhém – BA – CEP: 45970-000"
"Itanhangá-MT","6 252","","","Rua Florianópolis, s/n – Itanhangá – MT – CEP: 78579-000"
"Itanhandu-MG","14 183","","","Praça Amador Guedes 165 Caixa Postal 41 – Itanhandu – MG – CEP: 37464-000"
"Itanhaém-SP","112 476","","","Avenida Washington Luiz, 75 – Itanhaém – SP – CEP: 11740-000"
"Itanagra-BA","5 914","","","Praça Eurico de Freitas, 466 – Itanagra – BA – CEP: 48290-000"
"Itamonte-MG","14 276","","","Rua Pref José Ribeiro Pereira Filho, 206 – Itamonte – MG – CEP: 37466-000"
"Itamogi-MG","10 501","","","Rua Olímpia Barreto de Melo, 392 – Itamogi – MG – CEP: 37955-000"
"Itambé-PR","5 977","","","Praça Rui Barbosa, 34 – Itambé – PR – CEP: 87175-000"
"Itambé-PE","34 954","","","Rua 15 de Novembro 48 – Itambé – PE – CEP: 55920-000"
"Itambé-BA","22 474","","","Praça Osório Ferraz, 1 – Itambé – BA – CEP: 45140-000"
"Itambé do Mato Dentro-MG","2 283","","","Rua Principal, 71 – Itambé do Mato Dentro – MG – CEP: 35820-000"
"Itambaracá-PR","6 616","","","Avenida Interventor Manoel Ribas, 06 – Itambaracá – PR – CEP: 86375-000"
"Itambacuri-MG","23 212","","","Praça dos Fundadores, 325 – Itambacuri – MG – CEP: 39830-000"
"Itamari-BA","7 904","","","Praça Nelson Davi Ribeiro, 21 – Itamari – BA – CEP: 45455-000"
"Itamarati-AM","7 777","","","Rua Boa Vista, 200 – Itamarati – AM – CEP: 69510-000"
"Itamarati de Minas-MG","3 690","","","Avenida Coronel Araújo Porto, 506 – Itamarati de Minas – MG – CEP: 36788-000"
"Itamarandiba-MG","32 948","","","Rua Tabelião Andrade, 205 – Itamarandiba – MG – CEP: 39670-000"
"Itamaraju-BA","59 605","","","Praça Independência, 244 – Itamaraju – BA – CEP: 45836-000"
"Italva-RJ","14 063","","","Rodovia BR 356 Km 77 – Italva – RJ – CEP: 28250-000"
"Itajuípe-BA","21 094","","","Praça Adonias Filho, 16 – Itajuípe – BA – CEP: 45630-000"
"Itajubá-MG","93 073","","","Avenida Dr Jerson Dias, 500 – Itajubá – MG – CEP: 37500-000"
"Itaju-SP","3 556","","","Rua João Batista Módulo, 248 – Itaju – SP – CEP: 17260-000"
"Itaju do Colônia-BA","6 037","","","Avenida Oscar Cardoso, 1 – Itaju do Colônia – BA – CEP: 45730-000"
"Itajobi-SP","16989","","","Rua Cincinato Braga, 360 – Itajobi – SP – CEP: 15840-000"
"Itajaí-SC","291 169","","","Rua Alberto Verner, 100 – Itajaí – SC – CEP: 88304-053"
"Itajá-RN","7 292","","","Praça Juscelino Barbosa, 70 – Itajá – RN – CEP: 59513-000"
"Itajá-GO","4412","","","Rua Pio Cantaridu de Medeiros, s/n – Itajá – GO – CEP: 75815-000"
"Itaituba-PA","123 312","","","Travessa 15 de Agosto, 169 – Itaituba – PA – CEP: 68180-610"
"Itaitinga-CE","64 648","","","Avenida Coronel Virgílio Távora, 1710 – Itaitinga – CE – CEP: 61880-000"
"Itaipulândia-PR","11485","","","Rua São Miguel do Iguaçu, 1891 – Itaipulândia – PR – CEP: 85880-000"
"Itaipé-MG","11 798","","","Praça Frei Venceslau, 01 – Itaipé – MG – CEP: 39815-000"
"Itaipava do Grajaú-MA","14 264","","","Avenida Dep Mercial Lima de Arruda – Itaipava do Grajaú – MA – CEP: 65948-000"
"Itaiópolis-SC","21 669","","","Avenida Getúlio Vargas, 308 – Itaiópolis – SC – CEP: 89340-000"
"Itainópolis-PI","10790","","","Avenida Álvaro Rodrigues de Araújo, 345 – Itainópolis – PI – CEP: 64565-000"
"Itaiçaba-CE","7532","","","Avenida Coronel João Correia, 298 – Itaiçaba – CE – CEP: 62820-000"
"Itaíba-PE","32 650","","","Praça Coronel Francisco Martins, s/n – Itaíba – PE – CEP: 56550-000"
"Itaí-SP","25 180","","","Praça da Bandeira, 1038 – Itaí – SP – CEP: 18730-000"
"Itaguatins-TO","6 029","","","Rua Frederico Morbach, s/n – Itaguatins – TO – CEP: 77920-000"
"Itaguaru-GO","5 184","","","Praça Joaquim Moreira Damasceno, 735 – Itaguaru – GO – CEP: 76660-000"
"Itaguari-GO","4 508","","","Avenida Goias Rua Parana, s/n – setor três poderes – Itaguari – GO – CEP: 76650-000"
"Itaguara-MG","12 371","","","Rua Pe Gregório, 187 – Itaguara – MG – CEP: 35514-000"
"Itaguajé-PR","4 568","","","Avenida Gov Munhos da Rocha 605 – Itaguajé – PR – CEP: 86670-000"
"Itaguaí-RJ","133 019","","","Rua General Bocaiúva, 636 – Itaguaí – RJ – CEP: 23815-310"
"Itaguaçu-ES","13589","","","Rua Vicente Peixoto de Mello, 8 – Itaguaçu – ES – CEP: 29690-000"
"Itaguaçu da Bahia-BA","13 209","","","Praça José Alves de Carvalho 15 – Itaguaçu da Bahia – BA – CEP: 47440-000"
"Itagimirim-BA","6 347","","","Rua São João, 1 – Itagimirim – BA – CEP: 45850-000"
"Itagibá-BA","15 310","","","Rua Chile, 01 – Itagibá – BA – CEP: 45585-000"
"Itagi-BA","13 803","","","Praça Lomanto Júnior, 3 – Itagi – BA – CEP: 45230-000"
"Itaetê-BA","13 472","","","Travessa Artur Pinto, 99 – Itaeté – BA – CEP: 46790-000"
"Itacurubi-RS","3 456","","","Rua Amália Carvalho Rocha, 316 – Itacurubi – RS – CEP: 97685-000"
"Itacuruba-PE","4 800","","","Avenida Patriarca Aníbal Alves Cantarelli, s/n – Itacuruba – PE – CEP: 56430-000"
"Itacoatiara-AM","103 598","","","Rua Dr Luzardo Ferreira Melo 2225 – Itacoatiara – AM – CEP: 69100-000"
"Itacaré-BA","27 725","","","Rua Rui Barbosa, 11 – Itacaré – BA – CEP: 45530-000"
"Itacarambi-MG","17 208","","","Praça Adolfo de Oliveira, s/n – Itacarambi – MG – CEP: 39470-000"
"Itacambira-MG","4 982","","","Avenida Francisco Bicalho, 176 – Itacambira – MG – CEP: 39594-000"
"Itacajá-TO","7 104","","","Avenida Pedro Ludovico, 403 – Itacajá – TO – CEP: 77720-000"
"Itabuna-BA","186 708","","","Avenida Princesa Isabel, 678 – Itabuna – BA – CEP: 45607-001"
"Itaboraí-RJ","224 267","","","Rua Praça Marechal Floriano Peixoto, 97 – Itaboraí – RJ – CEP: 24800-000"
"Itabirito-MG","53 365","","","Avenida Queiroz Júnior, 635 – Itabirito – MG – CEP: 35450-000"
"Itabirinha-MG","11 446","","","Rua Candido Bacelar, 76
Centro, Itabirinha/MG - 35280-000"
"Itabira-MG","113 343","","","Avenida Carlos de Paula Andrade, 135 – Itabira – MG – CEP: 35900-206"
"Itabi-SE","5 048","","","Praça Teófilo Batista de Melo, 65 – Itabi – SE – CEP: 49870-000"
"Itaberaí-GO","43 622","","","Praça Balduíno da Silva Caldas, s/n – Itaberaí – GO – CEP: 76630-000"
"Itaberaba-BA","65 073","","","Avenida Rio Branco, 617 – Itaberaba – BA – CEP: 46880-000"
"Itaberá-SP","17 983","","","Rua Coronel Amântino, 483 – Itaberá – SP – CEP: 18440-000"
"Itabela-BA","28 165","","","Avenida Manoel Carneiro, 327 – Itabela – BA – CEP: 45848-000"
"Itabaianinha-SE","40 678","","","Praça Olimpio Campos, 278 – Itabaianinha – SE – CEP: 49290-000"
"Itabaiana-SE","103 439","","","Praça Fausto Cardoso, 12 – Itabaiana – SE – CEP: 49500-000"
"Itabaiana-PB","24 477","","","Avenida Presidente João Pessoa, 422 430 – Itabaiana – PB – CEP: 58360-000"
"Itaara-RS","5 573","","","Avenida Guilherme Kurtz, s/n – Itaara – RS – CEP: 97185-000"
"Itá-SC","6 427","","","Praça Dr Aldo Ivo Stumpf, 100 – Itá – SC – CEP: 89760-000"
"Israelândia-GO","2 786","","","Rua Rio Claro, 186 – Israelândia – GO – CEP: 76205-000"
"Isaías Coelho-PI","8 218","","","Praça Joaquim Coelho Ferreira, 140 – Isaías Coelho – PI – CEP: 64570-000"
"Irupi-ES","13 710","","","Rua Jalmas Gomes de Freitas, s/n – Irupi – ES – CEP: 29398-000"
"Irituia-PA","32 504","","","Avenida Júlio Ribeiro Tavares, 21 – Irituia – PA – CEP: 68655-000"
"Irineópolis-SC","10 450","","","Rua Paraná, 200 – Irineópolis – SC – CEP: 89440-000"
"Iretama-PR","10 602","","","Rua Oscar Guaer Khunn, 174 – Iretama – PR – CEP: 87280-000"
"Irecê-BA","74 507","","","Praça Teotônio Marques Dourado Filho, 01 – Irecê – BA – CEP: 44900-000"
"Irauçuba-CE","24 156","","","Avenida Paulo Bastos 220 – Irauçuba – CE – CEP: 62620-000"
"Irati-SC","1 930","","","Rua Rio Branco, 192 – Irati – SC – CEP: 89856-000"
"Irati-PR","61 439","","","Rua Coronel Emílio Gomes, 22 – Irati – PR – CEP: 84500-000"
"Irará-BA","28043","","","Praça Presidente Tancredo Neves, 120 – Irará – BA – CEP: 44255-000"
"Iraquara-BA","25 478","","","Rua Rosalvo Félix, 74 – Iraquara – BA – CEP: 46980-000"
"Irapuru-SP","8 217","","","Rua Angelo Meneguesso, 475 – Irapuru – SP – CEP: 17880-000"
"Irapuã-SP","6 867","","","Avenida Altino Arantes, 122 – Irapuã – SP – CEP: 14990-000"
"Irani-SC","10 195","","","Rua Eilírio de Gregori, 67 – Irani – SC – CEP: 89680-000"
